Dates,PX_LAST
12/2/2016,50.5826
12/5/2016,51.0794
12/6/2016,51.5413
12/7/2016,53.0141
12/8/2016,54.67
12/9/2016,54.6003
12/12/2016,54.7223
12/13/2016,53.3802
12/14/2016,53.1274
12/15/2016,52.3692
12/16/2016,51.672
12/19/2016,51.8986
12/20/2016,51.6458
12/21/2016,52.3954
12/22/2016,52.3692
12/23/2016,51.2188
12/28/2016,52.4389
12/29/2016,52.927
12/30/2016,52.2036
1/3/2017,53.1449
1/4/2017,52.6394
1/5/2017,52.7265
1/6/2017,52.4041
1/9/2017,51.7243
1/10/2017,52.2472
1/11/2017,54.2778
1/12/2017,54.792
1/13/2017,54.1122
1/16/2017,55.097
1/17/2017,54.6439
1/18/2017,55.0273
1/19/2017,55.3672
1/20/2017,54.3214
1/23/2017,54.3824
1/24/2017,56.4392
1/25/2017,58.5918
1/27/2017,59.1321
1/30/2017,59.1147
1/31/2017,58.1125
2/1/2017,58.4262
2/2/2017,58.5569
2/3/2017,56.2387
2/6/2017,56.5525
2/7/2017,56.7878
2/8/2017,57.2497
2/9/2017,56.8662
2/10/2017,57.4763
2/13/2017,59.5418
2/14/2017,59.7073
2/15/2017,59.6115
2/16/2017,60.3697
2/17/2017,59.0799
2/20/2017,58.9491
2/21/2017,60.1257
2/22/2017,60.4656
2/23/2017,59.1645
2/24/2017,56.7113
2/27/2017,56.3596
2/28/2017,55.9087
3/1/2017,55.3495
3/2/2017,57.2976
3/3/2017,54.9436
3/6/2017,56.0349
3/7/2017,55.5659
3/8/2017,55.3675
3/9/2017,54.2401
3/10/2017,53.1849
3/13/2017,53.3563
3/14/2017,53.6629
3/15/2017,54.8625
3/16/2017,56.1251
3/17/2017,56.7564
3/20/2017,56.2694
3/21/2017,55.5569
3/22/2017,54.1139
3/23/2017,54.1139
3/24/2017,54.2131
3/27/2017,53.23
3/28/2017,54.0507
3/29/2017,54.4295
3/30/2017,54.5558
3/31/2017,54.5287
4/3/2017,54.1229
4/4/2017,54.0237
4/5/2017,55.6651
4/6/2017,54.7272
4/7/2017,54.1229
4/10/2017,54.8715
4/11/2017,55.9447
4/12/2017,55.8185
4/13/2017,53.3473
4/18/2017,52.3101
4/19/2017,53.1218
4/20/2017,52.9144
4/21/2017,54.3303
4/24/2017,53.9515
4/26/2017,54.5648
4/27/2017,53.9335
4/28/2017,54.5107
5/1/2017,53.9786
5/2/2017,54.0778
5/3/2017,53.5637
5/4/2017,52.5987
5/5/2017,51.5435
5/8/2017,52.743
5/9/2017,53.0226
5/10/2017,54.1139
5/11/2017,53.7351
5/12/2017,53.9335
5/15/2017,53.6088
5/16/2017,54.3664
5/17/2017,55.575
5/18/2017,55.7463
5/19/2017,57.045
5/22/2017,58.8037
5/23/2017,58.3889
5/24/2017,57.6132
5/25/2017,58.443
5/26/2017,57.3968
5/29/2017,56.5219
5/30/2017,57.0631
5/31/2017,56.6482
6/1/2017,55.6922
6/2/2017,56.6572
6/5/2017,55.9177
6/6/2017,55.4397
6/7/2017,55.6291
6/8/2017,56.0079
6/9/2017,56.7655
6/13/2017,56.4678
6/14/2017,56.4498
6/15/2017,54.3664
6/16/2017,54.186
6/19/2017,54.159
6/20/2017,53.8613
6/21/2017,52.3101
6/22/2017,52.6438
6/23/2017,53.0587
6/26/2017,53.7261
6/27/2017,53.9786
6/28/2017,55.3224
6/29/2017,57.1713
6/30/2017,57.0631
7/3/2017,57.3607
7/4/2017,57.8117
7/5/2017,58.8037
7/6/2017,58.0462
7/7/2017,58.6594
7/10/2017,58.7136
7/11/2017,59.1825
7/12/2017,59.2276
7/13/2017,58.9751
7/14/2017,59.1014
7/17/2017,59.4531
7/18/2017,58.5693
7/19/2017,58.1724
7/20/2017,58.0642
7/21/2017,56.8647
7/24/2017,56.4768
7/25/2017,56.8196
7/26/2017,58.3077
7/27/2017,58.6594
7/28/2017,57.9379
7/31/2017,59.3359
8/1/2017,59.4802
8/2/2017,59.381
8/3/2017,57.9018
8/4/2017,58.8398
8/7/2017,59.8409
8/8/2017,59.5704
8/9/2017,59.9041
8/10/2017,60.4221
8/11/2017,58.7213
8/14/2017,58.9444
8/15/2017,58.3867
8/16/2017,58.3216
8/17/2017,59.1209
8/18/2017,58.7306
8/21/2017,59.6228
8/22/2017,60.1991
8/23/2017,60.385
8/24/2017,62.2345
8/25/2017,62.5784
8/28/2017,61.807
8/29/2017,61.8999
8/30/2017,61.9929
8/31/2017,63.0524
9/1/2017,63.4614
9/4/2017,62.9037
9/5/2017,63.3127
9/6/2017,63.4335
9/7/2017,63.8982
9/8/2017,63.6659
9/11/2017,62.7643
9/12/2017,63.9447
9/13/2017,64.6232
9/14/2017,63.5543
9/15/2017,62.0951
9/18/2017,61.965
9/19/2017,62.1695
9/20/2017,61.398
9/21/2017,60.8776
9/22/2017,61.3144
9/25/2017,61.3516
9/26/2017,61.2029
9/27/2017,62.0858
9/28/2017,60.8497
9/29/2017,61.8349
10/2/2017,63.2011
10/3/2017,63.6566
10/4/2017,62.6714
10/5/2017,63.1918
10/6/2017,64.3629
10/9/2017,64.3165
10/10/2017,64.2793
10/11/2017,63.9168
10/12/2017,63.0245
10/13/2017,63.3963
10/16/2017,65.5712
10/17/2017,66.417
10/18/2017,65.9151
10/19/2017,64.2421
10/20/2017,64.1863
10/23/2017,64.3722
10/24/2017,64.493
10/25/2017,64.7254
10/26/2017,64.744
10/27/2017,65.0507
10/30/2017,65.0414
10/31/2017,64.5488
11/1/2017,65.0693
11/2/2017,67.2349
11/3/2017,67.9505
11/6/2017,68.0621
11/7/2017,69.4655
11/8/2017,69.0008
11/9/2017,69.3725
11/10/2017,67.8018
11/13/2017,68.5454
11/14/2017,67.8855
11/15/2017,66.0359
11/16/2017,66.1753
11/17/2017,65.8872
11/20/2017,65.8035
11/21/2017,66.0824
11/22/2017,66.6865
11/23/2017,66.9281
11/24/2017,67.0118
11/27/2017,67.0025
11/28/2017,66.4913
11/29/2017,66.64
11/30/2017,65.943
12/1/2017,66.1474
12/4/2017,66.9653
12/5/2017,65.5898
12/6/2017,63.9726
12/7/2017,64.5581
12/8/2017,64.3165
12/11/2017,64.5767
12/12/2017,65.2924
12/13/2017,65.1901
12/14/2017,64.8555
12/15/2017,65.5898
12/18/2017,66.3891
12/19/2017,67.2256
12/20/2017,67.8204
12/21/2017,68.4617
12/22/2017,69.038
12/27/2017,69.354
12/28/2017,69.6049
12/29/2017,70.46
1/2/2018,71.1013
1/3/2018,72.672
1/4/2018,72.356
1/5/2018,72.7278
1/8/2018,72.5326
1/9/2018,74.2335
1/10/2018,73.6665
1/11/2018,73.6572
1/12/2018,74.9305
1/15/2018,76.0273
1/16/2018,75.5254
1/17/2018,72.9137
1/18/2018,73.2669
1/19/2018,72.5047
1/22/2018,72.6348
1/23/2018,72.9694
1/24/2018,72.6813
1/25/2018,73.2483
1/29/2018,73.4992
1/30/2018,73.0159
1/31/2018,71.4266
2/1/2018,72.2166
2/2/2018,72.7278
2/5/2018,71.1013
2/6/2018,70.1068
2/7/2018,72.7835
2/8/2018,72.0679
2/9/2018,71.4359
2/12/2018,72.4954
2/13/2018,73.304
2/14/2018,73.3226
2/15/2018,76.2968
2/16/2018,76.6593
2/19/2018,76.2131
2/20/2018,75.8414
2/21/2018,74.5959
2/22/2018,74.4658
2/23/2018,75.1443
2/26/2018,74.9119
2/27/2018,75.8507
2/28/2018,75.4324
3/1/2018,75.3886
3/2/2018,74.4299
3/5/2018,73.3356
3/6/2018,73.6842
3/7/2018,72.9579
3/8/2018,73.4131
3/9/2018,71.4666
3/12/2018,73.0935
3/13/2018,71.6603
3/14/2018,72.2413
3/15/2018,73.6552
3/16/2018,74.1975
3/19/2018,74.2168
3/20/2018,72.8514
3/21/2018,72.8514
3/22/2018,74.3524
3/23/2018,71.118
3/26/2018,71.0018
3/27/2018,71.8152
3/28/2018,71.0696
3/29/2018,70.4014
4/3/2018,71.8443
4/4/2018,71.8346
4/5/2018,70.9824
4/6/2018,70.905
4/9/2018,71.147
4/10/2018,73.1129
4/11/2018,74.0812
4/12/2018,74.2749
4/13/2018,75.7372
4/16/2018,75.4951
4/17/2018,75.621
4/18/2018,76.4635
4/19/2018,78.8457
4/20/2018,77.9838
4/23/2018,79.0781
4/24/2018,77.0058
4/26/2018,76.8896
4/27/2018,77.1317
4/30/2018,77.335
5/1/2018,77.1801
5/2/2018,77.4803
5/3/2018,78.7973
5/4/2018,78.3809
5/7/2018,78.439
5/8/2018,78.5358
5/9/2018,79.0878
5/10/2018,80.3273
5/11/2018,81.2279
5/14/2018,81.8283
5/15/2018,80.9664
5/16/2018,82.0026
5/17/2018,84.0072
5/18/2018,83.0969
5/21/2018,82.3125
5/22/2018,81.9251
5/23/2018,82.0801
5/24/2018,81.257
5/25/2018,80.5404
5/28/2018,80.4919
5/29/2018,80.3757
5/30/2018,79.4267
5/31/2018,80.3467
6/1/2018,79.8915
6/4/2018,80.4726
6/5/2018,79.3589
6/6/2018,81.3538
6/7/2018,83.2518
6/8/2018,83.8619
6/12/2018,82.4093
6/13/2018,81.4506
6/14/2018,81.9445
6/15/2018,82.9904
6/18/2018,81.3538
6/19/2018,79.5429
6/20/2018,80.1336
6/21/2018,80.4726
6/22/2018,79.8528
6/25/2018,80.6178
6/26/2018,79.1459
6/27/2018,79.4848
6/28/2018,80.4435
6/29/2018,80.8018
7/2/2018,80.6662
7/3/2018,78.2453
7/4/2018,77.5965
7/5/2018,76.7056
7/6/2018,77.2382
7/9/2018,78.3518
7/10/2018,79.0394
7/11/2018,77.6255
7/12/2018,77.4222
7/13/2018,77.3156
7/16/2018,76.8992
7/17/2018,76.6571
7/18/2018,76.9961
7/19/2018,78.071
7/20/2018,77.5481
7/23/2018,77.3544
7/24/2018,78.3421
7/25/2018,79.5042
7/26/2018,78.4487
7/27/2018,78.807
7/30/2018,77.9064
7/31/2018,78.6326
8/1/2018,79.0684
8/2/2018,75.1949
8/3/2018,74.12
8/6/2018,74.5848
8/7/2018,73.9844
8/8/2018,74.7494
8/9/2018,75.94
8/10/2018,75.37
8/13/2018,74.2
8/14/2018,74.28
8/15/2018,73.75
8/16/2018,72.92
8/17/2018,73.12
8/20/2018,73.35
8/21/2018,73
8/22/2018,71.69
8/23/2018,71.98
8/24/2018,71.93
8/27/2018,72.78
8/28/2018,73.48
8/29/2018,73.62
8/30/2018,73.14
8/31/2018,72.74
9/3/2018,71.77
9/4/2018,71.4
9/5/2018,69.68
9/6/2018,70.3
9/7/2018,71.5
9/10/2018,70.95
9/11/2018,71.32
9/12/2018,71.06
9/13/2018,72.27
9/14/2018,73.15
9/17/2018,73.01
9/18/2018,73.16
9/19/2018,75.4
9/20/2018,78.1
9/21/2018,79.49
9/24/2018,78.52
9/25/2018,79.11
9/26/2018,80.03
9/27/2018,79.23
9/28/2018,78.76
10/1/2018,78.65
10/2/2018,78.07
10/3/2018,79.5
10/4/2018,79.95
10/5/2018,80.06
10/8/2018,78.76
10/9/2018,78.71
10/10/2018,79.17
10/11/2018,76.61
10/12/2018,78.03
10/15/2018,77.5
10/16/2018,78.7
10/17/2018,78.51
10/18/2018,78.79
10/19/2018,77.45
10/22/2018,78.28
10/23/2018,77.67
10/24/2018,77
10/25/2018,73.52
10/26/2018,74.16
10/29/2018,74.7
10/30/2018,76.5
10/31/2018,76.4
11/1/2018,78
11/2/2018,78.37
11/5/2018,79.61
11/6/2018,81.25
11/7/2018,81.25
11/8/2018,81.48
11/9/2018,81.23
11/12/2018,82.58
11/13/2018,80.51
11/14/2018,78.44
11/15/2018,77.84
11/16/2018,79.31
11/19/2018,79.44
11/20/2018,79.88
11/21/2018,77.3
11/22/2018,77.02
11/23/2018,76.78
11/26/2018,74.05
11/27/2018,73.6
11/28/2018,72
11/29/2018,73.25
11/30/2018,73.28
12/3/2018,74.99
12/4/2018,73.51
12/5/2018,73.71
12/6/2018,72.21
12/7/2018,72.32
12/10/2018,71.95
12/11/2018,72.88
12/12/2018,74.1
12/13/2018,75.69
12/14/2018,74.57
12/17/2018,76.17
12/18/2018,76.05
12/19/2018,76.6
12/20/2018,75.11
12/21/2018,75.66
12/24/2018,77.22
12/27/2018,77.66
12/28/2018,78.08
12/31/2018,78.47
1/2/2019,76.65
1/3/2019,76.65
1/4/2019,76.83
1/7/2019,78.9
1/8/2019,79.3
1/9/2019,80.02
1/10/2019,80.13
1/11/2019,79.65
1/14/2019,79.4
1/15/2019,80
1/16/2019,79.64
1/17/2019,80.4
1/18/2019,80.65
1/21/2019,80.51
1/22/2019,80.01
1/23/2019,79.6
1/24/2019,79.6
1/25/2019,80.47
1/29/2019,83.53
1/30/2019,87.3
1/31/2019,87.05
2/1/2019,87.57
2/4/2019,86.67
2/5/2019,89.26
2/6/2019,90.98
2/7/2019,92.2
2/8/2019,90.57
2/11/2019,92.2
2/12/2019,92.02
2/13/2019,91.06
2/14/2019,91.9
2/15/2019,91.3
2/18/2019,92.6
