Dates,PX_LAST
5/4/2017,0.7409
5/5/2017,0.7424
5/8/2017,0.7387
5/9/2017,0.7345
5/10/2017,0.7367
5/11/2017,0.7379
5/12/2017,0.7387
5/15/2017,0.7413
5/16/2017,0.7426
5/17/2017,0.7432
5/18/2017,0.7419
5/19/2017,0.7459
5/22/2017,0.7477
5/23/2017,0.7478
5/24/2017,0.7503
5/25/2017,0.7454
5/26/2017,0.7448
5/29/2017,0.744
5/30/2017,0.7465
5/31/2017,0.743
6/1/2017,0.7374
6/2/2017,0.7443
6/5/2017,0.7487
6/6/2017,0.7506
6/7/2017,0.7549
6/8/2017,0.7547
6/9/2017,0.7527
6/12/2017,0.7541
6/13/2017,0.7537
6/14/2017,0.7585
6/15/2017,0.7579
6/16/2017,0.7621
6/19/2017,0.76
6/20/2017,0.758
6/21/2017,0.7553
6/22/2017,0.7542
6/23/2017,0.7568
6/26/2017,0.7585
6/27/2017,0.7583
6/28/2017,0.764
6/29/2017,0.7683
6/30/2017,0.7689
7/3/2017,0.7661
7/4/2017,0.7606
7/5/2017,0.7603
7/6/2017,0.7586
7/7/2017,0.7601
7/10/2017,0.7606
7/11/2017,0.7638
7/12/2017,0.7678
7/13/2017,0.7731
7/14/2017,0.7832
7/17/2017,0.7801
7/18/2017,0.7916
7/19/2017,0.7952
7/20/2017,0.7958
7/21/2017,0.7916
7/24/2017,0.7924
7/25/2017,0.7937
7/26/2017,0.8005
7/27/2017,0.7967
7/28/2017,0.7987
7/31/2017,0.8003
8/1/2017,0.7969
8/2/2017,0.7968
8/3/2017,0.795
8/4/2017,0.7922
8/7/2017,0.7912
8/8/2017,0.7914
8/9/2017,0.7888
8/10/2017,0.7875
8/11/2017,0.7894
8/14/2017,0.7852
8/15/2017,0.7821
8/16/2017,0.7925
8/17/2017,0.7885
8/18/2017,0.7929
8/21/2017,0.7939
8/22/2017,0.7911
8/23/2017,0.7904
8/24/2017,0.7905
8/25/2017,0.7932
8/28/2017,0.7963
8/29/2017,0.7951
8/30/2017,0.7905
8/31/2017,0.7947
9/1/2017,0.7975
9/4/2017,0.7944
9/5/2017,0.7996
9/6/2017,0.8
9/7/2017,0.8047
9/8/2017,0.806
